YEAR,WEEKDAY,PRICE
2015,Saturday,130
2015,Saturday,132
2015,Saturday,133
2015,Saturday,137
2015,Saturday,137
2015,Saturday,142
2015,Saturday,144
2015,Saturday,146
2015,Saturday,147
2015,Saturday,158
2015,Saturday,161
2015,Saturday,161
2015,Saturday,163
2015,Saturday,165
2015,Saturday,190
2015,Saturday,191
2015,Saturday,192
2015,Saturday,281
2015,Sunday,113
2015,Sunday,114
2015,Sunday,115
2015,Sunday,116
2015,Sunday,116
2015,Sunday,117
2015,Sunday,117
2015,Sunday,117
2015,Sunday,117
2015,Sunday,118
2015,Sunday,119
2015,Sunday,119
2015,Sunday,120
2015,Sunday,120
2015,Sunday,121
2015,Sunday,121
2015,Sunday,121
2015,Sunday,121
2015,Sunday,121
2015,Sunday,122
2015,Sunday,122
2015,Sunday,123
2015,Sunday,123
2015,Sunday,123
2015,Sunday,123
2015,Sunday,124
2015,Sunday,124
2015,Sunday,125
2015,Sunday,126
2015,Sunday,126
2015,Sunday,128
2015,Sunday,128
2015,Sunday,130
2015,Sunday,132
2015,Sunday,132
2015,Sunday,135
2015,Sunday,136
2015,Sunday,136
2015,Sunday,137
2015,Sunday,138
2015,Sunday,140
2015,Sunday,146
2015,Sunday,150
2015,Sunday,156
2015,Sunday,159
2015,Sunday,161
2015,Sunday,165
2015,Sunday,169
2015,Sunday,182
2015,Sunday,184
2015,Sunday,186
2015,Sunday,188
