YEAR,DATE,PRICE
2015,2015-03-05,168
2015,2015-03-06,190
2015,2015-03-07,184
2015,2015-03-08,169
2015,2015-03-09,176
2015,2015-03-10,186
2015,2015-03-11,182
2015,2015-03-12,193
2015,2015-03-13,281
2015,2015-03-14,188
2015,2015-03-15,171
2015,2015-03-16,172
2015,2015-03-17,176
2015,2015-03-18,188
2015,2015-03-19,190
2015,2015-03-20,191
2015,2015-03-21,186
2015,2015-03-22,170
2015,2015-03-23,182
2015,2015-03-24,177
2015,2015-03-25,188
2015,2015-03-26,189
2015,2015-03-27,192
2015,2015-03-28,182
2015,2015-03-29,159
2015,2015-03-30,164
2015,2015-03-31,160
2015,2015-04-01,163
2015,2015-04-02,158
2015,2015-04-03,161
2015,2015-04-04,159
2015,2015-04-05,162
2015,2015-04-06,161
2015,2015-04-07,165
2015,2015-04-08,160
2015,2015-04-09,163
2015,2015-04-10,158
2015,2015-04-11,156
2015,2015-04-12,141
2015,2015-04-13,146
2015,2015-04-14,139
2015,2015-04-15,139
2015,2015-04-16,145
2015,2015-04-17,144
2015,2015-04-18,150
2015,2015-04-19,138
2015,2015-04-20,138
2015,2015-04-21,141
2015,2015-04-22,147
2015,2015-04-23,139
2015,2015-04-24,142
2015,2015-04-25,137
2015,2015-04-26,131
2015,2015-04-27,144
2015,2015-04-28,139
2015,2015-04-29,132
2015,2015-04-30,138
2015,2015-05-01,132
2015,2015-05-02,126
2015,2015-05-03,125
2015,2015-05-04,125
2015,2015-05-05,124
2015,2015-05-06,136
2015,2015-05-07,133
2015,2015-05-08,129
2015,2015-05-09,128
2015,2015-05-10,121
2015,2015-05-11,124
2015,2015-05-12,129
2015,2015-05-13,129
2015,2015-05-14,119
2015,2015-05-15,118
2015,2015-05-16,121
2015,2015-05-17,126
2015,2015-05-18,123
2015,2015-05-19,118
2015,2015-05-20,129
2015,2015-05-21,125
2015,2015-05-22,129
2015,2015-05-23,138
2015,2015-05-24,136
2015,2015-05-25,118
2015,2015-05-26,118
2015,2015-05-27,122
2015,2015-05-28,117
2015,2015-05-29,121
2015,2015-05-30,119
2015,2015-05-31,120
2015,2015-06-01,125
2015,2015-06-02,127
2015,2015-06-03,132
2015,2015-06-04,125
2015,2015-06-05,121
2015,2015-06-06,123
2015,2015-06-07,123
2015,2015-06-08,120
2015,2015-06-09,128
2015,2015-06-10,132
2015,2015-06-11,124
2015,2015-06-12,130
2015,2015-06-13,116
2015,2015-06-14,125
2015,2015-06-15,123
2015,2015-06-16,123
2015,2015-06-17,127
2015,2015-06-18,119
2015,2015-06-19,117
2015,2015-06-20,117
2015,2015-06-21,115
2015,2015-06-22,123
2015,2015-06-23,132
2015,2015-06-24,131
2015,2015-06-25,124
2015,2015-06-26,125
2015,2015-06-27,125
2015,2015-06-28,114
2015,2015-06-29,124
2015,2015-06-30,120
2015,2015-07-01,124
2015,2015-07-02,132
2015,2015-07-03,128
2015,2015-07-04,126
2015,2015-07-05,123
2015,2015-07-06,123
2015,2015-07-07,123
2015,2015-07-08,124
2015,2015-07-09,117
2015,2015-07-10,123
2015,2015-07-11,121
2015,2015-07-12,132
2015,2015-07-13,121
2015,2015-07-14,126
2015,2015-07-15,123
2015,2015-07-16,122
2015,2015-07-17,126
2015,2015-07-18,122
2015,2015-07-19,117
2015,2015-07-20,121
2015,2015-07-21,126
2015,2015-07-22,117
2015,2015-07-23,119
2015,2015-07-24,118
2015,2015-07-25,121
2015,2015-07-26,118
2015,2015-07-27,122
2015,2015-07-28,123
2015,2015-07-29,130
2015,2015-07-30,125
2015,2015-07-31,118
2015,2015-08-01,120
2015,2015-08-02,111
2015,2015-08-03,119
2015,2015-08-04,120
2015,2015-08-05,125
2015,2015-08-06,124
2015,2015-08-07,119
2015,2015-08-08,121
2015,2015-08-09,114
2015,2015-08-10,111
2015,2015-08-11,120
2015,2015-08-12,121
2015,2015-08-13,113
2015,2015-08-14,116
2015,2015-08-15,116
2015,2015-08-16,111
2015,2015-08-17,108
2015,2015-08-18,114
2015,2015-08-19,114
2015,2015-08-20,106
2015,2015-08-21,113
2015,2015-08-22,117
2015,2015-08-23,109
2015,2015-08-24,111
2015,2015-08-25,117
2015,2015-08-26,114
2015,2015-08-27,117
2015,2015-08-28,111
2015,2015-08-29,113
2015,2015-08-30,101
2015,2015-08-31,110
2015,2015-09-01,118
2015,2015-09-02,112
2015,2015-09-03,119
2015,2015-09-04,119
2015,2015-09-05,124
2015,2015-09-06,116
2015,2015-09-07,111
2015,2015-09-08,112
2015,2015-09-09,109
2015,2015-09-10,115
2015,2015-09-11,116
2015,2015-09-12,123
2015,2015-09-13,116
2015,2015-09-14,128
2015,2015-09-15,124
2015,2015-09-16,127
2015,2015-09-17,112
2015,2015-09-18,115
2015,2015-09-19,115
2015,2015-09-20,117
2015,2015-09-21,118
2015,2015-09-22,122
2015,2015-09-23,118
2015,2015-09-24,112
2015,2015-09-25,111
2015,2015-09-26,114
2015,2015-09-27,114
2015,2015-09-28,120
2015,2015-09-29,122
2015,2015-09-30,114
2015,2015-10-01,123
2015,2015-10-02,125
2015,2015-10-03,120
2015,2015-10-04,119
2015,2015-10-05,128
2015,2015-10-06,122
2015,2015-10-07,126
2015,2015-10-08,127
2015,2015-10-09,126
2015,2015-10-10,124
2015,2015-10-11,118
2015,2015-10-12,126
2015,2015-10-13,127
2015,2015-10-14,120
2015,2015-10-15,130
2015,2015-10-16,116
2015,2015-10-17,121
2015,2015-10-18,116
2015,2015-10-19,126
2015,2015-10-20,128
2015,2015-10-21,128
2015,2015-10-22,125
2015,2015-10-23,124
2015,2015-10-24,122
2015,2015-10-25,117
2015,2015-10-26,118
2015,2015-10-27,118
2015,2015-10-28,120
2015,2015-10-29,118
2015,2015-10-30,120
2015,2015-10-31,136
2015,2015-11-01,113
2015,2015-11-02,114
2015,2015-11-03,140
2015,2015-11-04,131
2015,2015-11-05,129
2015,2015-11-06,146
2015,2015-11-07,140
2015,2015-11-08,126
2015,2015-11-09,134
2015,2015-11-10,129
2015,2015-11-11,134
2015,2015-11-12,123
2015,2015-11-13,133
2015,2015-11-14,130
2015,2015-11-15,127
2015,2015-11-16,117
2015,2015-11-17,125
2015,2015-11-18,134
2015,2015-11-19,130
2015,2015-11-20,118
2015,2015-11-21,117
2015,2015-11-22,129
2015,2015-11-23,105
2015,2015-11-24,110
2015,2015-11-25,110
2015,2015-11-26,116
2015,2015-11-27,118
2015,2015-11-28,123
2015,2015-11-29,111
2015,2015-11-30,120
2015,2015-12-01,124
2015,2015-12-02,117
2015,2015-12-03,115
2015,2015-12-04,121
2015,2015-12-05,123
2015,2015-12-06,115
2015,2015-12-07,115
2015,2015-12-08,113
2015,2015-12-09,123
2015,2015-12-10,119
2015,2015-12-11,127
2015,2015-12-12,128
2015,2015-12-13,119
2015,2015-12-14,110
2015,2015-12-15,112
2015,2015-12-16,113
2015,2015-12-17,112
2015,2015-12-18,115
2015,2015-12-19,118
2015,2015-12-20,105
2015,2015-12-21,111
2015,2015-12-22,115
2015,2015-12-23,115
2015,2015-12-24,127
2015,2015-12-25,124
2015,2015-12-26,132
2015,2015-12-27,129
2015,2015-12-28,126
2015,2015-12-29,141
2015,2015-12-30,138
2015,2015-12-31,154
